author,affiliations
"Name(first='Matthias', last='Sperber')",Apple
"Name(first='Hendra', last='Setiawan')",Apple Inc.
"Name(first='Yameng', last='Li')",Soochow University
"Name(first='Zicheng', last='Li')",Soochow University
"Name(first='Ying', last='Chen')",China Agricultural University
"Name(first='Shoushan', last='Li')",Soochow University
"Name(first='Yeyun', last='Gong')",Microsoft Research Asia
"Name(first='Yelong', last='Shen')",Microsoft
"Name(first='Matan', last='Eyal')",Google Research
"Name(first='Hila', last='Noga')",Google
"Name(first='Ran', last='Song')",Kunming University of Science and Technology
"Name(first='Shengxiang', last='Gao')",Kunming University of Science and Technology
"Name(first='Zhengtao', last='Yu')",Kunming University of Science and Technology
"Name(first='Yue', last='Wang')",Soochow University
"Name(first='Dan', last='Qiao')",Soochow University
"Name(first='Jinxiong', last='Chang')",Ant Group
"Name(first='Qishen', last='Zhang')",Ant Group
"Name(first='Zhongyi', last='Liu')",Ant Group
"Name(first='Guannan', last='Zhang')",Ant Group
"Name(first='Mehrnoosh', last='Mirtaheri')",USC Information Sciences Institute
"Name(first='Mohammad', last='Rostami')",USC Information Sciences Institute
"Name(first='Yicheng', last='Feng')",peking university
"Name(first='Zongqing', last='Lu')",peking university
"Name(first='Rodrigo', last='Agerri')","HiTZ Center - Ixa, University of the Basque Country UPV/EHU"
"Name(first='Aitor', last='Soroa')","HiTZ Center - Ixa, University of the Basque Country UPV/EHU"
"Name(first='Wenjie', last='Xu')","School of Computer Science, Wuhan University"
"Name(first='Ben', last='Liu')","School of Computer Science, Wuhan University"
"Name(first='Miao', last='Peng')","School of Computer Science, Wuhan University"
"Name(first='Xu', last='Jia')",Wuhan University
"Name(first='Min', last='Peng')","School of Computer Science, Wuhan University"
"Name(first='Tianjie', last='Ju')",Shanghai Jiao Tong University
"Name(first='Yubin', last='Zheng')",Shanghai Jiao Tong University
"Name(first='Hanyi', last='Wang')",Shanghai Jiao Tong University
"Name(first='Gongshen', last='Liu')",Shanghai Jiao Tong University
"Name(first='Grzegorz', last='Chrupała')",Tilburg University
"Name(first='Enes', last='Altinisik')",QCRI
"Name(first='Husrev', last='Sencar')",Qatar Computing Research Institute
"Name(first='Safa', last='Messaoud')",QCRI
"Name(first='Sanjay', last='Chawla')",QCRI
"Name(first='Hua', last='Cai')",UNIDT
"Name(first='Xuli', last='Shen')",fudan university
"Name(first='Qing', last='Xu')",UNIDT
"Name(first='Weilin', last='Shen')",UNIDT
"Name(first='Xiaomei', last='Wang')",UNIDT
"Name(first='Xiangyang', last='Xue')",fudan university
"Name(first='Tanise', last='Ceron')",University of Stuttgart
"Name(first='Dmitry', last='Nikolaev')",University of Stuttgart
"Name(first='Sebastian', last='Padó')",Stuttgart University
"Name(first='He', last='Wang')","Institute of Information Engineering, Chinese Academy of Sciences"
"Name(first='Chao', last='Zheng')","Institute of Information Engineering, Chinese Academy of Sciences"
"Name(first='Gosse', last='Minnema')",University of Groningen
"Name(first='Benedetta', last='Muscato')",University of Catania
"Name(first='Bjorn', last='Ross')",University Of Edinburgh
"Name(first='Mengyue', last='Zhou')","School of Automation, Northwestern Polytechnical University"
"Name(first='Xu', last='Liu')",Northwestern Polytechnical University
"Name(first='David', last='Liu')",Athens Academy
"Name(first='Zihao', last='Wu')",University of Georgia
"Name(first='Zhengliang', last='Liu')",University of Georgia
"Name(first='Lin', last='Zhao')",University of Georgia
"Name(first='Dajiang', last='Zhu')",University of Texas at Arlington
"Name(first='Lei', last='Guo')",Northwestern Polytechnical University
"Name(first='Junwei', last='Han')",Northwestern Polytechnical University
"Name(first='Xintao', last='Hu')",Northwestern Polytechnical University
"Name(first='Xuejing', last='Liu')",SenseTime
"Name(first='Wei', last='Tang')",Nanjing University of Science and Technology
"Name(first='Zhaojun', last='Guo')",fudan university
"Name(first='Xiaoyi', last='Bao')",Soochow University
"Name(first='Xiaotong', last='Jiang')",Soochow University
"Name(first='Zhongqing', last='Wang')",Soochow University
"Name(first='Guodong', last='Zhou')",Soochow University
"Name(first='Gaurav', last='Arora')",Amazon
"Name(first='Vivek', last='Sembium')",Amazon
"Name(first='Cheng-Yu', last='Hsieh')",University of Washington
"Name(first='Chih-kuan', last='Yeh')",Google Inc
"Name(first='Hootan', last='Nakhost')",Google
"Name(first='Alex', last='Ratner')",UW
"Name(first='Ranjay', last='Krishna')",University of Washington
"Name(first='Chunlei', last='Zhang')",Tencent AI LAB
"Name(first='Xianchao', last='Wu')",Nvidia
"Name(first='Yuxin', last='Jiang')",the Hong Kong University of Science and Technology
"Name(first='Linhan', last='Zhang')",University of New South Wales
"Name(first='Zhuocheng', last='Gong')",peking university
"Name(first='Graeme', last='Blackwood')",IBM Research AI
"Name(first='Rameswar', last='Panda')",MIT-IBM Watson AI Lab
"Name(first='Rogerio', last='Feris')",Ibm
"Name(first='Zihang', last='Xu')",iFLYTEK Research
"Name(first='Vineet', last='Bhat')",IIT Bombay
"Name(first='Alba', last='Curry')",University of Leeds
"Name(first='Amanda', last='Cercas Curry')",Bocconi University
"Name(first='Sofia', last='Serrano')",University of Washington
"Name(first='Ru', last='Zhou')",Nankai University
"Name(first='Wenya', last='Guo')",Nankai University
"Name(first='Xumeng', last='Liu')",Nankai University
"Name(first='Shenglong', last='Yu')",Nankai University
"Name(first='Xiaojie', last='Yuan')",Nankai University
"Name(first='Ross', last='Koval')",University of California at Santa Barbara
"Name(first='Nicholas', last='Andrews')",Johns Hopkins University
"Name(first='Sebastian', last='Vincent')",University of Sheffield
"Name(first='Robert', last='Flynn')",University of Sheffield
"Name(first='Carolina', last='Scarton')",University of Sheffield
"Name(first='Rishi', last='Bommasani')",Stanford University
"Name(first='Jatin', last='Khilnani')",University of Pittsburgh
"Name(first='Abdelrahim', last='Qaddoumi')",NYU
"Name(first='Luana', last='Bulla')",CNR
"Name(first='Aldo', last='Gangemi')",CNR
"Name(first='Misael', last='Mongiovi’')",CNR
"Name(first='Anubha', last='Kabra')",Carnegie Mellon University
"Name(first='Simran', last='Khanuja')",Carnegie Mellon University
"Name(first='Samuel', last='Cahyawijaya')",HKUST
"Name(first='Sunjun', last='Kweon')",KAIST
"Name(first='Seonhee', last='Cho')",KAIST
"Name(first='Jane', last='Pan')",Princeton University
"Name(first='Howard', last='Chen')",Princeton University
"Name(first='Ercong', last='Nie')","Centre for Information and Language Processing, LMU Munich"
"Name(first='Sheng', last='Liang')",Naver Labs Europe
"Name(first='Mathieu', last='Ravaut')",Nanyang Technological University
"Name(first='Zhihua', last='Wen')",National University of Defense Technology
"Name(first='Yuxin', last='Yang')",National University of Defense Technology
"Name(first='Zexin', last='Jian')",National University of Defense Technology
"Name(first='Changjian', last='Wang')","School of computer, National University of Defense Technology"
"Name(first='Timothée', last='Bernard')",Université Paris Cité
"Name(first='Timothee', last='Mickus')",University of Helsinki
"Name(first='Fanyu', last='Wang')","College of Artificial Intellegence and Computer Science, Jiangnan University"
"Name(first='Zhenping', last='Xie')","College of Artificial Intellegence and Computer Science, Jiangnan University"
"Name(first='Eunbi', last='Choi')",KAIST
"Name(first='Yongrae', last='Jo')",KAIST
"Name(first='Joonwon', last='Jang')",Pohang University of Science and Technology
"Name(first='Jishnu', last='Ray Chowdhury')","University of Illinois, at Chicago"
"Name(first='Liyan', last='Kang')",Xiamen University
"Name(first='Ningxin', last='Peng')",ByteDance
"Name(first='Peihao', last='Zhu')",Bytedance AI Lab
"Name(first='Haopeng', last='Ren')",South China University Of Technology
"Name(first='Yushi', last='Zeng')",South China University Of Technology
"Name(first='Bihan', last='Zhou')",South China University Of Technology
"Name(first='Zetao', last='Lian')",South China University Of Technology
"Name(first='Sameer', last='Jain')",Carnegie Mellon University
"Name(first='Vaishakh', last='Keshava')",Carnegie Mellon University
"Name(first='Swarnashree', last='Mysore Sathyendra')",Carnegie Mellon University
"Name(first='Xingxian', last='Liu')",Beijing University of Posts and Telecommunications
"Name(first='Yajing', last='Xu')",Beijing University of Posts & Telecommunications
"Name(first='Neal', last='Lawton')",University of Southern California
"Name(first='Govind', last='Thattai')",Amazon
"Name(first='Adam', last='Fourney')",Microsoft Research
"Name(first='Gagan', last='Bansal')",UW CSE
"Name(first='Forough', last='Poursabzi-Sangdeh')",Microsoft
"Name(first='Han', last='Liu')",University of Chicago
"Name(first='Saliha', last='Muradoglu')",the Australian National University
"Name(first='Mans', last='Hulden')",University of Colorado; University of Colorado Boulder
"Name(first='Sajad', last='Norouzi')",Layer6 AI
"Name(first='Rasa', last='Hosseinzadeh')",Layer6 AI
"Name(first='Felipe', last='Perez')",Signal 1
"Name(first='Maksims', last='Volkovs')",Layer6 AI
"Name(first='Yeonjoon', last='Jung')",Yonsei University
"Name(first='Minsoo', last='Kim')",Seoul National University
"Name(first='Jihyuk', last='Kim')",Yonsei University
"Name(first='Minji', last='Seo')",Seoul National University
"Name(first='Sai Ashish', last='Somayajula')","University of California, San Diego"
"Name(first='Hao', last='Wang')",Waseda University
"Name(first='Hirofumi', last='Shimizu')",Waseda University
"Name(first='Xuanyu', last='Zhang')",Du Xiaoman Financial
"Name(first='Zhepeng', last='Lv')",DXM; Duxiaoman
"Name(first='Qing', last='Yang')",DXM; Du Xiaoman Technology(Beijing)
"Name(first='Arijit', last='Nag')",IIT Kharagpur
"Name(first='Bidisha', last='Samanta')",IIT KGP
"Name(first='Animesh', last='Mukherjee')",IIT Kharagpur
"Name(first='Saeth', last='Wannasuphoprasit')",University of Liverpool
"Name(first='Zhangyue', last='Yin')",fudan university
"Name(first='Jiawen', last='Wu')",fudan university
"Name(first='Zhongzhi', last='Chen')",Beihang university
"Name(first='Guang', last='Liu')",Beijing Academy of Artificial Intelligence
"Name(first='Bo-Wen', last='Zhang')",Beijing Academy of Artificial Intelligence
"Name(first='Qinghong', last='Yang')",Beihang university
"Name(first='Ledell', last='Wu')",Beijing Academy of Artificial Intelligence
"Name(first='Xukai', last='Liu')",University of Science and Technology of China
"Name(first='Linan', last='Yue')",University of Science and Technology of China
"Name(first='Jiaxian', last='Yan')",University of Science and Technology of China
"Name(first='Jaap', last='Jumelet')",University of Amsterdam
"Name(first='Willem', last='Zuidema')",University of Amsterdam
"Name(first='Jinghao', last='Deng')","School of Computer Science and Engineering, Sun Yat-sen University"
"Name(first='Nankai', last='Lin')",Guangdong University of Technology
"Name(first='Guanqiu', last='Qin')",Guangdong University of Technology
"Name(first='Gang', last='Wang')",Guangdong University of Technology
"Name(first='Dong', last='Zhou')",Guangdong University of Foreign Studies
"Name(first='Aimin', last='Yang')",Guangdong University of Technology
"Name(first='Yuqi', last='Bu')",South China University Of Technology
"Name(first='Xin', last='Wu')","School of Software Engineering, South China University of Technology, Guangzhou, China"
"Name(first='Liuwu', last='Li')",South China University Of Technology
"Name(first='Qiong', last='Liu')",South China University Of Technology
"Name(first='Yike', last='Wu')",Nankai University
"Name(first='Xiangrui', last='Cai')",Nankai University
"Name(first='Haiwei', last='Zhang')",Nankai University
"Name(first='Nicolas', last='Guerin')","Laboratoire de sciences cognitives et de psycholinguistique, Département d’études cognitives, ENS, EHESS, CNRS, PSL University"
"Name(first='Emmanuel', last='Chemla')",CNRS
"Name(first='Jiazhao', last='Li')",University of Michigan
"Name(first='Zhuofeng', last='Wu')",University of Michigan
"Name(first='Wei', last='Ping')",Nvidia
"Name(first='Chaowei', last='Xiao')",Arizona State University
"Name(first='V.G.Vinod', last='Vydiswaran')",University of Michigan
"Name(first='Leon', last='Weber')",LMU Munich
"Name(first='Dávid', last='Javorský')","Charles U.; Charles Univerzity, Faculty of Mathematics and Physics"
"Name(first='Sweta', last='Agrawal')",University of Maryland; UMD
"Name(first='Marjan', last='Ghazvininejad')",FAIR
"Name(first='Sihao', last='Chen')",University of Pennsylvania
"Name(first='Senaka', last='Buthpitiya')",Google
"Name(first='Linhao', last='Dong')",ByteDance
"Name(first='Zhecheng', last='An')",ByteDance Inc.
"Name(first='Peihao', last='Wu')",ByteDance
"Name(first='Jun', last='Zhang')",ByteDance
"Name(first='Lu', last='Lu')",ByteDance
"Name(first='Ma', last='Zejun')",ByteDance
"Name(first='Ashjan', last='Alsulaimani')",Trinity College Dublin
"Name(first='Erwan', last='Moreau')",Trinity College Dublin
"Name(first='Sourabh', last='Zanwar')",RWTH Aachen University
"Name(first='Xiaofei', last='Li')",RWTH Aachen University
"Name(first='Daniel', last='Wiechmann')",Institute for Logic Language and Computation
"Name(first='Elma', last='Kerz')",RWTH Aachen University
"Name(first='Jinyang', last='Guo')",Beihang university
"Name(first='Jiaheng', last='Liu')",Beihang university
"Name(first='Zining', last='Wang')",Beihang university
"Name(first='Yuqing', last='Ma')",Beihang university
"Name(first='Ruihao', last='Gong')",SenseTime
"Name(first='Xianglong', last='Liu')",Beihang university
"Name(first='Ziwei', last='He')",Shanghai Jiao Tong University
"Name(first='Meng', last='Yang')",Netease BizEase
"Name(first='Minwei', last='Feng')",Netease BizEase
"Name(first='Jingcheng', last='Yin')",Netease
"Name(first='Jingwen', last='Leng')",Shanghai Jiao Tong University
"Name(first='Chi', last='Han')",University of Illinois at Urbana-Champaign
"Name(first='Hengzhi', last='Pei')",University of Illinois Urbana Champaign
"Name(first='Xinya', last='Du')",University of Texas at Dallas; Unknown
"Name(first='Shu', last='Guo')",National Computer Network Emergency Response Technical Team & Coordination Center of China
"Name(first='Cheng', last='Ji')",Beihang university
"Name(first='Xutan', last='Peng')",huawei
"Name(first='Shiyao', last='Cui')","Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China"
"Name(first='Jianxin', last='Li')",Beihang university
"Name(first='Siyu', last='Ren')",Shanghai Jiao Tong University
"Name(first='Da', last='Yin')","University of California, Los Angeles (UCLA)"
"Name(first='Zhe', last='Yang')",China Mobile Research Institute
"Name(first='Yi', last='Huang')",China Mobile Research Institute
"Name(first='Junlan', last='Feng')",China Mobile Research Institute
"Name(first='Pradeep', last='Dasigi')",Allen Institute for Artificial Intelligence
